angle,speed_l,speed_r,v_pwm,w_pwm
0.000000,57.783329,381602.000000,0.004942,0.093332
0.000000,57.783840,381603.000000,0.005037,0.100961
0.000000,57.783920,381604.000000,0.004796,0.017038
0.000000,57.783550,381605.000000,0.004947,-0.074515
0.000000,57.783821,381606.000000,0.004944,0.055185
0.000000,57.783909,381607.000000,0.004998,0.017038
0.000000,57.784199,381608.000000,0.006234,0.047556
0.000000,57.784790,381609.000000,0.005018,0.116220
0.000000,57.785091,381610.000000,0.004803,0.062815
0.000000,57.786171,381611.000000,0.005036,0.215402
0.000000,57.786289,381612.000000,0.004782,0.024668
0.000000,57.786411,381613.000000,0.004967,0.024668
0.000000,57.786461,381614.000000,0.004930,0.009409
0.000000,57.787560,381615.000000,0.005132,0.215402
0.000000,57.787930,381616.000000,0.005195,0.070444
0.000000,57.787941,381617.000000,0.005014,0.001779
0.000000,57.788231,381618.000000,0.005338,0.055185
0.000000,57.788010,381619.000000,0.004955,-0.043997
0.000000,57.787510,381620.000000,0.005143,-0.097403
0.000000,57.786751,381621.000000,0.005038,-0.150808
0.000000,57.786949,381622.000000,0.004819,0.039926
0.000000,57.787601,381623.000000,0.004981,0.131479
0.000000,57.787350,381624.000000,0.004841,-0.051626
0.000000,57.787361,381625.000000,0.004955,0.001779
0.000000,57.787331,381626.000000,0.005031,-0.005850
0.000000,57.787689,381627.000000,0.005070,0.070444
0.000000,57.787880,381628.000000,0.004968,0.039926
0.000000,57.787659,381629.000000,0.005045,-0.043997
0.000000,57.787941,381630.000000,0.004971,0.055185
0.000000,57.787868,381631.000000,0.005035,-0.013479
0.000000,57.787689,381632.000000,0.005020,-0.036368
0.000000,57.787540,381633.000000,0.005027,-0.028738
0.000000,57.788471,381634.000000,0.005028,0.184885
0.000000,57.787922,381635.000000,0.004908,-0.112662
0.000000,57.788410,381636.000000,0.004854,0.100961
0.000000,57.788380,381637.000000,0.005183,-0.005850
0.000000,57.789009,381638.000000,0.005487,0.116220
0.000000,57.789459,381639.000000,0.004811,0.093332
0.000000,57.789360,381640.000000,0.005035,-0.021109
0.000000,57.789398,381641.000000,0.005027,0.009409
0.000000,57.789959,381642.000000,0.005148,0.108591
0.000000,57.789791,381643.000000,0.004794,-0.036368
0.000000,57.788250,381644.000000,0.006345,-0.242361
0.000000,57.788261,381645.000000,0.004832,0.001779
0.000000,57.788879,381646.000000,0.005034,0.123850
0.000000,57.788368,381647.000000,0.004814,-0.105032
0.000000,57.788681,381648.000000,0.004829,0.062815
0.000000,57.789150,381649.000000,0.005022,0.093332
0.000000,57.789829,381650.000000,0.004916,0.139108
0.000000,57.789951,381651.000000,0.004833,0.024668
0.000000,57.790421,381652.000000,0.005052,0.093332
0.000000,57.790852,381653.000000,0.004974,0.085703
0.000000,57.790859,381654.000000,0.005033,0.001779
0.000000,57.791321,381655.000000,0.005007,0.093332
0.000000,57.790730,381656.000000,0.004984,-0.120291
0.000000,57.791328,381657.000000,0.005191,0.116220
0.000000,57.791222,381658.000000,0.005142,-0.021109
0.000000,57.791271,381659.000000,0.005091,0.009409
0.000000,57.790588,381660.000000,0.005047,-0.135550
0.000000,57.791309,381661.000000,0.004917,0.146738
0.000000,57.792130,381662.000000,0.004868,0.169626
0.000000,57.791409,381663.000000,0.004798,-0.150808
0.000000,57.791752,381664.000000,0.004811,0.070444
0.000000,57.792061,381665.000000,0.004969,0.062815
0.000000,57.791882,381666.000000,0.004954,-0.036368
0.000000,57.792702,381667.000000,0.005054,0.161997
0.000000,57.792259,381668.000000,0.004875,-0.089773
0.000000,57.792961,381669.000000,0.005000,0.139108
0.000000,57.793079,381670.000000,0.004918,0.024668
0.000000,57.793621,381671.000000,0.004984,0.108591
0.000000,57.793011,381672.000000,0.004816,-0.127920
0.000000,57.793049,381673.000000,0.004865,0.009409
0.000000,57.792938,381674.000000,0.005151,-0.021109
0.000000,57.792431,381675.000000,0.004912,-0.105032
0.000000,57.792469,381676.000000,0.004768,0.009409
0.000000,57.792870,381677.000000,0.005621,0.070444
0.000000,57.793110,381678.000000,0.004975,0.047556
0.000000,57.793171,381679.000000,0.006788,0.009409
0.000000,57.793179,381680.000000,0.005169,0.001779
0.000000,57.792881,381681.000000,0.004948,-0.059256
0.000000,57.793091,381682.000000,0.005101,0.039926
0.000000,57.793060,381683.000000,0.004996,-0.005850
0.000000,57.793110,381684.000000,0.005150,0.009409
0.000000,57.793228,381685.000000,0.005142,0.024668
0.000000,57.793770,381686.000000,0.004962,0.108591
0.000000,57.794361,381687.000000,0.004805,0.123850
0.000000,57.793900,381688.000000,0.004786,-0.097403
0.000000,57.794220,381689.000000,0.005049,0.062815
0.000000,57.794720,381690.000000,0.004970,0.100961
0.000000,57.794510,381691.000000,0.004841,-0.043997
0.000000,57.794319,381692.000000,0.005034,-0.036368
0.000000,57.794899,381693.000000,0.004965,0.116220
0.000000,57.795502,381694.000000,0.004873,0.123850
0.000000,57.795429,381695.000000,0.005058,-0.013479
0.000000,57.795479,381696.000000,0.004966,0.009409
0.000000,57.795528,381697.000000,0.005540,0.009409
0.000000,57.795540,381698.000000,0.005423,0.001779
0.000000,57.794720,381699.000000,0.005184,-0.158438
0.000000,57.795330,381700.000000,0.004854,0.123850
0.000000,57.795078,381701.000000,0.004809,-0.051626
0.000000,57.795200,381702.000000,0.004943,0.024668
0.000000,57.794670,381703.000000,0.005017,-0.105032
0.000000,57.794899,381704.000000,0.004826,0.047556
0.000000,57.794720,381705.000000,0.004978,-0.036368
0.000000,57.794922,381706.000000,0.005012,0.039926
0.000000,57.795158,381707.000000,0.004962,0.047556
0.000000,57.795658,381708.000000,0.004982,0.100961
0.000000,57.795189,381709.000000,0.004807,-0.097403
0.000000,57.794861,381710.000000,0.005036,-0.066885
0.000000,57.795631,381711.000000,0.005006,0.154367
0.000000,57.796089,381712.000000,0.004863,0.093332
0.000000,57.795521,381713.000000,0.005014,-0.112662
0.000000,57.795570,381714.000000,0.004844,0.009409
0.000000,57.794842,381715.000000,0.006448,-0.112662
0.000000,57.795071,381716.000000,0.004891,0.047556
0.000000,57.795502,381717.000000,0.005447,0.078073
0.000000,57.795040,381718.000000,0.005095,-0.089773
0.000000,57.795101,381719.000000,0.006320,0.009409
0.000000,57.795109,381720.000000,0.005068,0.001779
0.000000,57.795040,381721.000000,0.004987,-0.013479
0.000000,57.794861,381722.000000,0.005022,-0.036368
0.000000,57.795212,381723.000000,0.004976,0.070444
0.000000,57.795601,381724.000000,0.004972,0.078073
0.000000,57.796440,381725.000000,0.004947,0.169626
0.000000,57.797039,381726.000000,0.004842,0.123850
0.000000,57.797699,381727.000000,0.004808,0.139108
0.000000,57.797939,381728.000000,0.004871,0.047556
0.000000,57.797901,381729.000000,0.004972,-0.005850
0.000000,57.798611,381730.000000,0.005108,0.139108
0.000000,57.798290,381731.000000,0.004841,-0.066885
0.000000,57.799061,381732.000000,0.005026,0.154367
0.000000,57.799728,381733.000000,0.004783,0.139108
0.000000,57.799702,381734.000000,0.004877,-0.005850
0.000000,57.799751,381735.000000,0.005114,0.009409
0.000000,57.800468,381736.000000,0.005161,0.139108
0.000000,57.800770,381737.000000,0.004802,0.062815
0.000000,57.800701,381738.000000,0.005456,-0.013479
0.000000,57.801281,381739.000000,0.005409,0.108591
0.000000,57.801071,381740.000000,0.004889,-0.043997
0.000000,57.801041,381741.000000,0.005020,-0.005850
0.000000,57.800930,381742.000000,0.005140,-0.021109
0.000000,57.801281,381743.000000,0.004993,0.070444
0.000000,57.801750,381744.000000,0.004944,0.093332
0.000000,57.802471,381745.000000,0.004971,0.146738
0.000000,57.802849,381746.000000,0.004848,0.078073
0.000000,57.802898,381747.000000,0.004921,0.009409
0.000000,57.803490,381748.000000,0.005058,0.116220
0.000000,57.804619,381749.000000,0.004742,0.238291
0.000000,57.804329,381750.000000,0.004829,-0.059256
0.000000,57.804340,381751.000000,0.006298,0.001779
0.000000,57.804310,381752.000000,0.005005,-0.005850
0.000000,57.804588,381753.000000,0.005076,0.055185
0.000000,57.803959,381754.000000,0.004957,-0.127920
0.000000,57.803741,381755.000000,0.004867,-0.043997
0.000000,57.803711,381756.000000,0.005008,-0.005850
0.000000,57.803799,381757.000000,0.005085,0.017038
0.000000,57.803848,381758.000000,0.005443,0.009409
0.000000,57.803692,381759.000000,0.005489,-0.028738
0.000000,57.803509,381760.000000,0.004979,-0.036368
0.000000,57.803558,381761.000000,0.005020,0.009409
0.000000,57.803799,381762.000000,0.005133,0.047556
0.000000,57.803921,381763.000000,0.004970,0.024668
0.000000,57.804359,381764.000000,0.005020,0.085703
0.000000,57.804779,381765.000000,0.004963,0.085703
0.000000,57.804562,381766.000000,0.005009,-0.043997
0.000000,57.804909,381767.000000,0.004953,0.070444
0.000000,57.805260,381768.000000,0.004970,0.070444
0.000000,57.805611,381769.000000,0.005014,0.070444
0.000000,57.805698,381770.000000,0.004983,0.017038
0.000000,57.805820,381771.000000,0.004950,0.024668
0.000000,57.806141,381772.000000,0.005027,0.062815
0.000000,57.807018,381773.000000,0.004983,0.177255
0.000000,57.807579,381774.000000,0.004801,0.116220
0.000000,57.807961,381775.000000,0.004817,0.078073
0.000000,57.807850,381776.000000,0.005002,-0.021109
0.000000,57.808620,381777.000000,0.004969,0.154367
0.000000,57.808670,381778.000000,0.005270,0.009409
0.000000,57.808041,381779.000000,0.005543,-0.112662
0.000000,57.807350,381780.000000,0.004820,-0.143179
0.000000,57.807949,381781.000000,0.004870,0.123850
0.000000,57.807919,381782.000000,0.004924,-0.005850
0.000000,57.808250,381783.000000,0.005183,0.062815
0.000000,57.808109,381784.000000,0.004947,-0.028738
0.000000,57.807442,381785.000000,0.004927,-0.135550
0.000000,57.807072,381786.000000,0.006206,-0.059256
0.000000,57.807121,381787.000000,0.005006,0.009409
0.000000,57.807171,381788.000000,0.005132,0.009409
0.000000,57.806831,381789.000000,0.005043,-0.066885
0.000000,57.807289,381790.000000,0.004931,0.093332
0.000000,57.806881,381791.000000,0.005006,-0.082144
0.000000,57.806580,381792.000000,0.004990,-0.059256
0.000000,57.805901,381793.000000,0.005058,-0.135550
0.000000,57.806091,381794.000000,0.004844,0.039926
0.000000,57.806332,381795.000000,0.004942,0.047556
0.000000,57.807060,381796.000000,0.005006,0.146738
0.000000,57.806591,381797.000000,0.004898,-0.097403
0.000000,57.806721,381798.000000,0.005322,0.024668
0.000000,57.806728,381799.000000,0.005405,0.001779
0.000000,57.806850,381800.000000,0.005050,0.024668
0.000000,57.807091,381801.000000,0.004893,0.047556
0.000000,57.807980,381802.000000,0.005021,0.177255
0.000000,57.808689,381803.000000,0.004866,0.146738
0.000000,57.808922,381804.000000,0.004904,0.047556
0.000000,57.808739,381805.000000,0.004970,-0.036368
0.000000,57.809410,381806.000000,0.005061,0.131479
0.000000,57.809269,381807.000000,0.004849,-0.028738
0.000000,57.809391,381808.000000,0.005061,0.024668
0.000000,57.809631,381809.000000,0.005023,0.047556
0.000000,57.810211,381810.000000,0.005009,0.116220
0.000000,57.810371,381811.000000,0.004722,0.032297
0.000000,57.810490,381812.000000,0.005009,0.024668
0.000000,57.811901,381813.000000,0.004954,0.284067
0.000000,57.812168,381814.000000,0.004874,0.055185
0.000000,57.812439,381815.000000,0.004942,0.055185
0.000000,57.812641,381816.000000,0.004978,0.039926
0.000000,57.812641,381817.000000,0.005088,0.001779
0.000000,57.813290,381818.000000,0.005195,0.123850
0.000000,57.812740,381819.000000,0.004926,-0.112662
0.000000,57.813030,381820.000000,0.005254,0.055185
0.000000,57.812729,381821.000000,0.004993,-0.059256
0.000000,57.812599,381822.000000,0.006271,-0.021109
0.000000,57.812302,381823.000000,0.005033,-0.059256
0.000000,57.812149,381824.000000,0.005015,-0.028738
0.000000,57.813221,381825.000000,0.004937,0.215402
0.000000,57.813122,381826.000000,0.004784,-0.021109
0.000000,57.813160,381827.000000,0.004979,0.009409
0.000000,57.813129,381828.000000,0.005151,-0.005850
0.000000,57.814030,381829.000000,0.005065,0.177255
0.000000,57.814480,381830.000000,0.004784,0.093332
0.000000,57.814789,381831.000000,0.005004,0.062815
0.000000,57.814690,381832.000000,0.004922,-0.021109
0.000000,57.815041,381833.000000,0.004978,0.070444
0.000000,57.815311,381834.000000,0.004957,0.055185
0.000000,57.815891,381835.000000,0.004976,0.116220
0.000000,57.816299,381836.000000,0.004756,0.085703
0.000000,57.817120,381837.000000,0.005046,0.161997
0.000000,57.816940,381838.000000,0.004840,-0.036368
0.000000,57.816502,381839.000000,0.005340,-0.082144
0.000000,57.816750,381840.000000,0.005267,0.047556
0.000000,57.817188,381841.000000,0.005056,0.085703
0.000000,57.817539,381842.000000,0.005017,0.070444
0.000000,57.817699,381843.000000,0.004990,0.032297
0.000000,57.818439,381844.000000,0.005045,0.146738
0.000000,57.818668,381845.000000,0.004798,0.047556
0.000000,57.819141,381846.000000,0.004995,0.093332
0.000000,57.818920,381847.000000,0.005023,-0.043997
0.000000,57.818119,381848.000000,0.005044,-0.158438
0.000000,57.818760,381849.000000,0.004840,0.131479
0.000000,57.819321,381850.000000,0.004823,0.116220
0.000000,57.819321,381851.000000,0.004814,0.001779
0.000000,57.819901,381852.000000,0.004974,0.116220
0.000000,57.820499,381853.000000,0.004839,0.123850
0.000000,57.821098,381854.000000,0.004832,0.123850
0.000000,57.821510,381855.000000,0.004827,0.085703
0.000000,57.821899,381856.000000,0.004934,0.078073
0.000000,57.822491,381857.000000,0.005048,0.116220
0.000000,57.822311,381858.000000,0.006163,-0.028738
0.000000,57.822121,381859.000000,0.005325,-0.036368
0.000000,57.822170,381860.000000,0.005334,0.009409
0.000000,57.821861,381861.000000,0.005139,-0.059256
0.000000,57.822029,381862.000000,0.005021,0.032297
0.000000,57.822380,381863.000000,0.005001,0.070444
0.000000,57.822269,381864.000000,0.004926,-0.021109
0.000000,57.822239,381865.000000,0.004959,-0.005850
0.000000,57.822891,381866.000000,0.005209,0.123850
0.000000,57.823151,381867.000000,0.004873,0.055185
0.000000,57.822861,381868.000000,0.004908,-0.059256
0.000000,57.823719,381869.000000,0.005030,0.169626
0.000000,57.823429,381870.000000,0.004812,-0.059256
0.000000,57.823399,381871.000000,0.005021,-0.005850
0.000000,57.823292,381872.000000,0.005182,-0.021109
0.000000,57.823990,381873.000000,0.004986,0.139108
0.000000,57.823959,381874.000000,0.004884,-0.005850
0.000000,57.824669,381875.000000,0.005103,0.139108
0.000000,57.824638,381876.000000,0.004838,-0.005850
0.000000,57.824341,381877.000000,0.005167,-0.059256
0.000000,57.824230,381878.000000,0.004977,-0.021109
0.000000,57.824940,381879.000000,0.005429,0.131479
0.000000,57.825111,381880.000000,0.005123,0.032297
0.000000,57.825500,381881.000000,0.004999,0.078073
0.000000,57.825920,381882.000000,0.005001,0.085703
0.000000,57.826759,381883.000000,0.004917,0.169626
0.000000,57.827290,381884.000000,0.004907,0.108591
0.000000,57.827961,381885.000000,0.004797,0.139108
0.000000,57.827709,381886.000000,0.004887,-0.051626
0.000000,57.827190,381887.000000,0.004946,-0.105032
0.000000,57.827782,381888.000000,0.004780,0.123850
0.000000,57.828369,381889.000000,0.004769,0.123850
0.000000,57.828671,381890.000000,0.004822,0.062815
0.000000,57.828991,381891.000000,0.004963,0.062815
0.000000,57.829239,381892.000000,0.005386,0.047556
0.000000,57.830299,381893.000000,0.006256,0.169626
0.000000,57.831360,381894.000000,0.004894,0.215402
0.000000,57.831661,381895.000000,0.004790,0.062815
0.000000,57.831470,381896.000000,0.005028,-0.036368
0.000000,57.830990,381897.000000,0.004999,-0.097403
0.000000,57.830959,381898.000000,0.005010,-0.005850
0.000000,57.831261,381899.000000,0.005505,0.055185
0.000000,57.831539,381900.000000,0.005071,0.055185
0.000000,57.831589,381901.000000,0.005280,0.009409
0.000000,57.831829,381902.000000,0.005146,0.047556
0.000000,57.831772,381903.000000,0.004934,-0.013479
0.000000,57.831631,381904.000000,0.004942,-0.028738
0.000000,57.832130,381905.000000,0.005030,0.100961
0.000000,57.832500,381906.000000,0.004735,0.078073
0.000000,57.833260,381907.000000,0.004878,0.154367
0.000000,57.832520,381908.000000,0.004869,-0.150808
0.000000,57.833130,381909.000000,0.004855,0.123850
0.000000,57.833881,381910.000000,0.004892,0.154367
0.000000,57.834000,381911.000000,0.004822,0.024668
0.000000,57.834579,381912.000000,0.004991,0.116220
0.000000,57.834438,381913.000000,0.004760,-0.028738
0.000000,57.833698,381914.000000,0.004940,-0.150808
0.000000,57.833160,381915.000000,0.004821,-0.112662
0.000000,57.833351,381916.000000,0.004806,0.039926
0.000000,57.833351,381917.000000,0.005040,0.001779
0.000000,57.833210,381918.000000,0.004938,-0.028738
0.000000,57.832920,381919.000000,0.005011,-0.059256
0.000000,57.833172,381920.000000,0.005337,0.047556
0.000000,57.833820,381921.000000,0.006371,0.100961
0.000000,57.834240,381922.000000,0.004904,0.085703
0.000000,57.834400,381923.000000,0.004923,0.032297
0.000000,57.834969,381924.000000,0.004971,0.116220
0.000000,57.835239,381925.000000,0.004840,0.055185
0.000000,57.835171,381926.000000,0.004937,-0.013479
0.000000,57.835819,381927.000000,0.004917,0.131479
0.000000,57.836681,381928.000000,0.004859,0.177255
0.000000,57.835709,381929.000000,0.006125,-0.158438
0.000000,57.836349,381930.000000,0.004886,0.131479
0.000000,57.837181,381931.000000,0.004865,0.169626
0.000000,57.837521,381932.000000,0.004913,0.070444
0.000000,57.836929,381933.000000,0.004912,-0.120291
0.000000,57.837311,381934.000000,0.004777,0.078073
0.000000,57.836971,381935.000000,0.005025,-0.066885
0.000000,57.836090,381936.000000,0.005063,-0.173697
0.000000,57.835838,381937.000000,0.004803,-0.051626
0.000000,57.835041,381938.000000,0.005041,-0.158438
0.000000,57.835541,381939.000000,0.004865,0.100961
0.000000,57.835590,381940.000000,0.005271,0.009409
0.000000,57.834751,381941.000000,0.006956,-0.120291
0.000000,57.835091,381942.000000,0.005388,0.062815
0.000000,57.835140,381943.000000,0.005022,0.009409
0.000000,57.835449,381944.000000,0.005013,0.062815
0.000000,57.835831,381945.000000,0.004897,0.078073
0.000000,57.836189,381946.000000,0.005002,0.070444
0.000000,57.836842,381947.000000,0.004976,0.131479
0.000000,57.836849,381948.000000,0.004780,0.001779
0.000000,57.837540,381949.000000,0.004954,0.139108
0.000000,57.838360,381950.000000,0.004851,0.169626
0.000000,57.838860,381951.000000,0.004861,0.100961
0.000000,57.838940,381952.000000,0.004773,0.017038
0.000000,57.838600,381953.000000,0.005017,-0.066885
0.000000,57.838718,381954.000000,0.005007,0.024668
0.000000,57.839729,381955.000000,0.005045,0.200144
0.000000,57.840069,381956.000000,0.004817,0.070444
0.000000,57.839890,381957.000000,0.005025,-0.036368
0.000000,57.840092,381958.000000,0.004978,0.039926
0.000000,57.840561,381959.000000,0.005024,0.093332
0.000000,57.840729,381960.000000,0.005341,0.032297
0.000000,57.841530,381961.000000,0.005226,0.154367
0.000000,57.841869,381962.000000,0.004845,0.070444
0.000000,57.841770,381963.000000,0.005021,-0.021109
0.000000,57.841282,381964.000000,0.004974,-0.097403
0.000000,57.841190,381965.000000,0.006379,-0.013479
0.000000,57.841671,381966.000000,0.005060,0.093332
0.000000,57.841980,381967.000000,0.005056,0.062815
0.000000,57.842331,381968.000000,0.004999,0.070444
0.000000,57.842419,381969.000000,0.004938,0.017038
0.000000,57.842121,381970.000000,0.004997,-0.059256
0.000000,57.841370,381971.000000,0.004951,-0.150808
0.000000,57.841381,381972.000000,0.004818,0.001779
0.000000,57.840080,381973.000000,0.005047,-0.257620
0.000000,57.839722,381974.000000,0.004834,-0.074515
0.000000,57.839771,381975.000000,0.005179,0.009409
0.000000,57.839859,381976.000000,0.005206,0.017038
0.000000,57.839569,381977.000000,0.004919,-0.059256
0.000000,57.839119,381978.000000,0.004981,-0.089773
0.000000,57.838779,381979.000000,0.005065,-0.066885
0.000000,57.839199,381980.000000,0.005372,0.078073
0.000000,57.838650,381981.000000,0.005295,-0.105032
0.000000,57.838619,381982.000000,0.004859,-0.005850
0.000000,57.839531,381983.000000,0.005169,0.177255
0.000000,57.839840,381984.000000,0.004838,0.062815
0.000000,57.840382,381985.000000,0.004972,0.108591
0.000000,57.840431,381986.000000,0.004788,0.009409
0.000000,57.840820,381987.000000,0.005096,0.078073
0.000000,57.840832,381988.000000,0.004984,0.001779
0.000000,57.840881,381989.000000,0.004959,0.009409
0.000000,57.840809,381990.000000,0.005167,-0.013479
0.000000,57.840672,381991.000000,0.004958,-0.028738
0.000000,57.841789,381992.000000,0.005018,0.223032
0.000000,57.841579,381993.000000,0.004801,-0.043997
0.000000,57.841389,381994.000000,0.005039,-0.036368
0.000000,57.841869,381995.000000,0.005081,0.093332
0.000000,57.842030,381996.000000,0.005027,0.032297
0.000000,57.841999,381997.000000,0.005015,-0.005850
0.000000,57.842628,381998.000000,0.005073,0.123850
0.000000,57.842930,381999.000000,0.004869,0.062815
0.000000,57.843410,382000.000000,0.006781,0.070444
0.000000,57.843121,382001.000000,0.004985,-0.059256
0.000000,57.843010,382002.000000,0.005080,-0.021109
0.000000,57.842831,382003.000000,0.005051,-0.036368
0.000000,57.842682,382004.000000,0.004982,-0.028738
0.000000,57.843380,382005.000000,0.005013,0.139108
0.000000,57.843239,382006.000000,0.004788,-0.028738
0.000000,57.843140,382007.000000,0.004962,-0.021109
0.000000,57.843449,382008.000000,0.004937,0.062815
0.000000,57.843269,382009.000000,0.004954,-0.036368
0.000000,57.843090,382010.000000,0.005043,-0.036368
0.000000,57.842571,382011.000000,0.004948,-0.105032
0.000000,57.842461,382012.000000,0.004879,-0.021109
0.000000,57.842361,382013.000000,0.004992,-0.021109
0.000000,57.842789,382014.000000,0.005044,0.085703
0.000000,57.843182,382015.000000,0.005020,0.078073
0.000000,57.843460,382016.000000,0.004991,0.055185
0.000000,57.844021,382017.000000,0.004902,0.116220
0.000000,57.844181,382018.000000,0.004827,0.032297
0.000000,57.844421,382019.000000,0.004969,0.047556
0.000000,57.843891,382020.000000,0.004989,-0.105032
0.000000,57.844261,382021.000000,0.005242,0.070444
0.000000,57.844841,382022.000000,0.005356,0.108591
0.000000,57.845299,382023.000000,0.004875,0.093332
0.000000,57.845230,382024.000000,0.004932,-0.013479
0.000000,57.845661,382025.000000,0.004957,0.085703
0.000000,57.845402,382026.000000,0.005026,-0.051626
0.000000,57.845901,382027.000000,0.004947,0.100961
0.000000,57.845360,382028.000000,0.004799,-0.112662
0.000000,57.845181,382029.000000,0.004878,-0.036368
0.000000,57.845612,382030.000000,0.005039,0.085703
0.000000,57.845810,382031.000000,0.004932,0.039926
0.000000,57.845970,382032.000000,0.004991,0.032297
0.000000,57.846241,382033.000000,0.004963,0.055185
0.000000,57.846741,382034.000000,0.004975,0.100961
0.000000,57.847771,382035.000000,0.004945,0.207773
0.000000,57.847599,382036.000000,0.006119,-0.028738
0.000000,57.847450,382037.000000,0.005050,-0.028738
0.000000,57.847038,382038.000000,0.004950,-0.082144
0.000000,57.847160,382039.000000,0.005022,0.024668
0.000000,57.847130,382040.000000,0.004903,-0.005850
0.000000,57.847351,382041.000000,0.005512,0.039926
0.000000,57.846432,382042.000000,0.007665,-0.120291
0.000000,57.846031,382043.000000,0.004937,-0.082144
0.000000,57.846298,382044.000000,0.004941,0.055185
0.000000,57.846340,382045.000000,0.005012,0.009409
0.000000,57.845860,382046.000000,0.005015,-0.097403
0.000000,57.845188,382047.000000,0.004934,-0.135550
0.000000,57.844639,382048.000000,0.004828,-0.112662
0.000000,57.844330,382049.000000,0.004730,-0.066885
0.000000,57.844452,382050.000000,0.004991,0.024668
0.000000,57.845020,382051.000000,0.004961,0.116220
0.000000,57.846230,382052.000000,0.005807,0.207773
0.000000,57.846680,382053.000000,0.005208,0.085703
0.000000,57.846489,382054.000000,0.005054,-0.036368
0.000000,57.846539,382055.000000,0.005033,0.009409
0.000000,57.846661,382056.000000,0.005148,0.024668
0.000000,57.846668,382057.000000,0.004938,0.001779
0.000000,57.847061,382058.000000,0.005006,0.078073
0.000000,57.846958,382059.000000,0.004962,-0.021109
0.000000,57.847721,382060.000000,0.004952,0.154367
0.000000,57.847931,382061.000000,0.005184,0.039926
0.000000,57.848061,382062.000000,0.005322,0.024668
0.000000,57.848339,382063.000000,0.005050,0.055185
0.000000,57.849209,382064.000000,0.004931,0.177255
0.000000,57.849369,382065.000000,0.004873,0.032297
0.000000,57.849869,382066.000000,0.004982,0.100961
0.000000,57.849770,382067.000000,0.004814,-0.021109
0.000000,57.850121,382068.000000,0.005034,0.070444
0.000000,57.850060,382069.000000,0.004917,-0.013479
0.000000,57.851021,382070.000000,0.005006,0.192514
0.000000,57.850700,382071.000000,0.004810,-0.066885
0.000000,57.850521,382072.000000,0.006344,-0.028738
0.000000,57.850521,382073.000000,0.005177,0.001779
0.000000,57.850109,382074.000000,0.005008,-0.082144
0.000000,57.850910,382075.000000,0.004932,0.161997
0.000000,57.850250,382076.000000,0.004905,-0.135550
0.000000,57.850441,382077.000000,0.004833,0.039926
0.000000,57.851250,382078.000000,0.005026,0.161997
0.000000,57.851589,382079.000000,0.004808,0.070444
0.000000,57.851910,382080.000000,0.005026,0.062815
0.000000,57.851509,382081.000000,0.005327,-0.074515
0.000000,57.851521,382082.000000,0.005330,0.001779
0.000000,57.851952,382083.000000,0.005041,0.085703
0.000000,57.852379,382084.000000,0.004964,0.085703
0.000000,57.852039,382085.000000,0.005000,-0.066885
0.000000,57.851398,382086.000000,0.005010,-0.127920
0.000000,57.851521,382087.000000,0.004846,0.024668
0.000000,57.851299,382088.000000,0.004936,-0.043997
0.000000,57.851391,382089.000000,0.005305,0.017038
0.000000,57.851978,382090.000000,0.005025,0.116220
0.000000,57.851841,382091.000000,0.004748,-0.028738
0.000000,57.851589,382092.000000,0.004950,-0.051626
0.000000,57.851669,382093.000000,0.005158,0.017038
0.000000,57.851261,382094.000000,0.005004,-0.082144
0.000000,57.851311,382095.000000,0.004928,0.009409
0.000000,57.851589,382096.000000,0.005138,0.055185
0.000000,57.851749,382097.000000,0.004924,0.032297
0.000000,57.852219,382098.000000,0.005010,0.093332
0.000000,57.851921,382099.000000,0.004985,-0.059256
0.000000,57.852009,382100.000000,0.004967,0.017038
0.000000,57.851688,382101.000000,0.005333,-0.059256
0.000000,57.851620,382102.000000,0.005398,-0.013479
0.000000,57.851971,382103.000000,0.005056,0.070444
0.000000,57.852211,382104.000000,0.005032,0.047556
0.000000,57.852112,382105.000000,0.004892,-0.021109
0.000000,57.851749,382106.000000,0.004901,-0.074515
0.000000,57.851608,382107.000000,0.006348,-0.021109
0.000000,57.851280,382108.000000,0.005043,-0.066885
0.000000,57.851280,382109.000000,0.004989,0.001779
0.000000,57.851570,382110.000000,0.005090,0.055185
0.000000,57.852139,382111.000000,0.004933,0.116220
0.000000,57.851929,382112.000000,0.004778,-0.043997
0.000000,57.852249,382113.000000,0.005147,0.062815
0.000000,57.851189,382114.000000,0.005031,-0.211844
0.000000,57.850540,382115.000000,0.004786,-0.135550
0.000000,57.851109,382116.000000,0.004928,0.116220
0.000000,57.851822,382117.000000,0.004847,0.146738
0.000000,57.851940,382118.000000,0.004881,0.024668
0.000000,57.851761,382119.000000,0.004918,-0.036368
0.000000,57.851700,382120.000000,0.004959,-0.013479
0.000000,57.851830,382121.000000,0.005420,0.024668
0.000000,57.851601,382122.000000,0.006230,-0.036368
0.000000,57.852150,382123.000000,0.005012,0.108591
0.000000,57.851570,382124.000000,0.004785,-0.120291
0.000000,57.851620,382125.000000,0.004882,0.009409
0.000000,57.851860,382126.000000,0.005149,0.047556
0.000000,57.852329,382127.000000,0.005011,0.093332
0.000000,57.851822,382128.000000,0.004885,-0.105032
0.000000,57.851238,382129.000000,0.004781,-0.120291
0.000000,57.851582,382130.000000,0.004810,0.070444
0.000000,57.851742,382131.000000,0.005015,0.032297
